Text,Href,about
"Sewapath,Bhairahawa",https://www.instagram.com/explore/locations/1020709101/sewapathbhairahawa/,"Sewapath,Bhairahawa
Credit Union
•
35
posts"
Universal multi gym,https://www.instagram.com/explore/locations/845553975622969/universal-multi-gym/,"Universal multi gym
Bhairahawa devkotachok 13 nepal , Bhairahawa
Gym/Physical Fitness Center
•
28
posts
$
$$$
+977 984-7023691"
Deep Travels Pvt. Ltd.,https://www.instagram.com/explore/locations/474528292689153/deep-travels-pvt-ltd/,"Deep Travels Pvt. Ltd.
deeptravelsbwa
Milanchowk siddharthanagar, Bhairahawa
Local business
•
22
posts
Closed
+9779804465830"
Sun Shine English Boarding School,https://www.instagram.com/explore/locations/106799130938397/sun-shine-english-boarding-school/,"Sun Shine English Boarding School
School
•
5
posts"
Bhairahawa Streets,https://www.instagram.com/explore/locations/791944321/bhairahawa-streets/,"Bhairahawa Streets
Landmark & Historical Place
•
13
posts"
Nic Asia Bank Ltd.,https://www.instagram.com/explore/locations/210363022696708/nic-asia-bank-ltd/,"Nic Asia Bank Ltd.
Bank
•
3
posts
Closed
+977 71-521172"
Ashok Path,https://www.instagram.com/explore/locations/885818639/ashok-path/,"Ashok Path
Arts & entertainment
•
8
posts"
Lafanga Chowk,https://www.instagram.com/explore/locations/140393662699331/lafanga-chowk/,"Lafanga Chowk
Local business
•
20
posts"
Rangasala Bhairahawa,https://www.instagram.com/explore/locations/497128144/rangasala-bhairahawa/,"Rangasala Bhairahawa
Park
•
11
posts"
Hotel Premier Palace,https://www.instagram.com/explore/locations/110634983805855/hotel-premier-palace/,"Hotel Premier Palace
Siddharthanagar, Bhairahawa 32900
Hotel
•
17
posts
Open 24 hours
+977 71-574175"
Harun’s Home,https://www.instagram.com/explore/locations/303065440513543/haruns-home/,N/A
Hotel Nirvana Mini Casino,https://www.instagram.com/explore/locations/170924400510344/hotel-nirvana-mini-casino/,"Hotel Nirvana Mini Casino
Hotel
•
3
posts
$$
$$
+977 71-570837"
"Devkota Chowk, Parasi Road",https://www.instagram.com/explore/locations/786869500/devkota-chowk-parasi-road/,"Devkota Chowk, Parasi Road
Local business
•
16
posts"
Laziz Pizza Bhairahawa,https://www.instagram.com/explore/locations/236726839514553/laziz-pizza-bhairahawa/,"Laziz Pizza Bhairahawa
City Center Complex , Narayan Path, Bhairahawa 32900
Fast food restaurant
•
15
posts
$$
$$
•
Closed
+977 981-6534534"
"Nandan Sweets,bhairahawa",https://www.instagram.com/explore/locations/1760904150865455/nandan-sweetsbhairahawa/,"Nandan Sweets,bhairahawa
Fast food restaurant
•
6
posts
$$
$$
•
Closed
+977 71-523422"
"Expert Education and Visa Services, Bhairahawa",https://www.instagram.com/explore/locations/348369162308333/expert-education-and-visa-services-bhairahawa/,"Expert Education and Visa Services, Bhairahawa
expertbhairahawa
Kashi Cineplex, Bhairahawa 32900
Educational Consultant
•
5
posts
Closed
+97771572499"
Pant Niwas,https://www.instagram.com/explore/locations/480681502061601/pant-niwas/,N/A
The Gaire's Kitchen & Cottage,https://www.instagram.com/explore/locations/100117902355507/the-gaires-kitchen-cottage/,"The Gaire's Kitchen & Cottage
Fast food restaurant
•
3
posts"
"Children Park, Bhairahawa",https://www.instagram.com/explore/locations/1021472282/children-park-bhairahawa/,"Children Park, Bhairahawa
Park
•
8
posts
Closed"
Buddha Skin Care Bhairahawa,https://www.instagram.com/explore/locations/107921695250716/buddha-skin-care-bhairahawa/,"Buddha Skin Care Bhairahawa
buddha_skin_care
Buddha Skin Care
981-6499700
https://maps.app.goo.gl/dN3Psy8kp57ANdNs7, Bhairahawa
Skin Care Service
•
40
posts
Closed
+9779816499700"
Iqra Education Consultancy,https://www.instagram.com/explore/locations/404344213459424/iqra-education-consultancy/,"Iqra Education Consultancy
32900
Educational Consultant
•
40
posts
Closed
+977 980-9169589"
Paschimanchal English School,https://www.instagram.com/explore/locations/1763511353683707/paschimanchal-english-school/,"Paschimanchal English School
Siddhartha Nagar Municipality - 6, Bhairahawa 32900
School
•
8
posts
Open 24 hours
+977 71-572743"
Putalibazar Bhairahawa,https://www.instagram.com/explore/locations/1870529589832887/putalibazar-bhairahawa/,"Putalibazar Bhairahawa
Just for fun
•
33
posts"
N.P Villa(home),https://www.instagram.com/explore/locations/1012880323/np-villahome/,N/A
Pradashani Mella,https://www.instagram.com/explore/locations/1035610008/pradashani-mella/,"Pradashani Mella
Arts & entertainment
•
1
post
+977 984-4715085"
Mahendra Sabha Griha Bhairawa,https://www.instagram.com/explore/locations/347886805677083/mahendra-sabha-griha-bhairawa/,"Mahendra Sabha Griha Bhairawa
City Infrastructure
•
15
posts"
Uchmi Bhairahawa,https://www.instagram.com/explore/locations/646503952089358/uchmi-bhairahawa/,"Uchmi Bhairahawa
Community Center
•
7
posts"
Hotel Ultra Bhairahawa-Lumbini,https://www.instagram.com/explore/locations/131925333346943/hotel-ultra-bhairahawa-lumbini/,"Hotel Ultra Bhairahawa-Lumbini
hotel.ultra
Pravat Path, Bhairahawa, Nepal 00977
Hospitality Service
•
9
posts
Open 24 hours
+9779857076901"
Kashi Complex,https://www.instagram.com/explore/locations/469281369/kashi-complex/,"Kashi Complex
Local business
•
6
posts"
Zaika Bhairahawa,https://www.instagram.com/explore/locations/107903208630250/zaika-bhairahawa/,N/A
Lumbini Bikas Bank Ltd,https://www.instagram.com/explore/locations/263626253728772/lumbini-bikas-bank-ltd/,N/A
Hyundai Bhairahawa,https://www.instagram.com/explore/locations/1224096514421882/hyundai-bhairahawa/,"Hyundai Bhairahawa
New Road, Bhairahawa 32900
Car dealership
•
3
posts
Closed
+977 71-575428"
City Center Skating Park,https://www.instagram.com/explore/locations/332313659960354/city-center-skating-park/,"City Center Skating Park
Skateboard Park
•
10
posts
Open 24 hours
+977 982-1434273"
Gupta Niwas Bhairahawa,https://www.instagram.com/explore/locations/373112256400754/gupta-niwas-bhairahawa/,N/A
Awa Road,https://www.instagram.com/explore/locations/800170620/awa-road/,"Awa Road
Local business
•
8
posts"
"Bagauli_5, Rupandehi",https://www.instagram.com/explore/locations/1530454847283535/bagauli_5-rupandehi/,"Bagauli_5, Rupandehi
Residence
•
26
posts"
Lalita Yoga Studio,https://www.instagram.com/explore/locations/103791932436093/lalita-yoga-studio/,"Lalita Yoga Studio
lalitayogastudio
SNP 12, Opp Salt trading,, Bhairahawa 32900
Yoga Studio
•
32
posts
Closed
+9779811594848"
"Bank road,bhairahawa",https://www.instagram.com/explore/locations/1032939288/bank-roadbhairahawa/,"Bank road,bhairahawa
Bank
•
6
posts
$$
$$"
The Lemongrass Resturant,https://www.instagram.com/explore/locations/1898876143712268/the-lemongrass-resturant/,"The Lemongrass Resturant
Siddharthanagar-12, Bhairahawa
Restaurant
•
11
posts
$$
$$
•
Closed
+977 984-0161359"
"Home,Bhairahawa",https://www.instagram.com/explore/locations/611125534/homebhairahawa/,N/A
Hotel Joshi Bhairahawa,https://www.instagram.com/explore/locations/928700207325352/hotel-joshi-bhairahawa/,"Hotel Joshi Bhairahawa
Hotel
•
3
posts
Open 24 hours
+977 71-573686"
Sai global academy,https://www.instagram.com/explore/locations/1013253310/sai-global-academy/,"Sai global academy
School
•
9
posts
+977 71-526155"
Bhimsen Mandir,https://www.instagram.com/explore/locations/519692648377439/bhimsen-mandir/,"Bhimsen Mandir
2
posts"
"Rangashala,bhairahawa",https://www.instagram.com/explore/locations/892363514/rangashalabhairahawa/,"Rangashala,bhairahawa
Park
•
6
posts"
Royal Lumbini Bakery Cafe,https://www.instagram.com/explore/locations/113720753387347/royal-lumbini-bakery-cafe/,"Royal Lumbini Bakery Cafe
Buddhachowk-8, Lumbini Road Siddharthanagar Municipality, Rupandehi, Bhairahawa 32900
Bakery
•
15
posts
Closed
+977 985-7024876"
Balapur Thulo,https://www.instagram.com/explore/locations/2303630149956896/balapur-thulo/,"Balapur Thulo
Balapur Thulo, Bhairahawa
Village
•
26
posts
Open 24 hours"
D sign art craft and more,https://www.instagram.com/explore/locations/113656000183463/d-sign-art-craft-and-more/,"D sign art craft and more
wd 9, Bhairahawa 123
Product/service
•
5
posts
$$$
$
•
Closed
+977 982-7520714"
Eurokids.Bhairahawa,https://www.instagram.com/explore/locations/1033072959/eurokidsbhairahawa/,"Eurokids.Bhairahawa
Khajana - 3, Bhairahawa
37
posts
Closed
+977 71-570219"
Global I. Connect,https://www.instagram.com/explore/locations/102169828384921/global-i-connect/,"Global I. Connect
Nayasadak, bhairahawa, Bhairahawa 00977
Mobile Phone Shop
•
28
posts
$$
$$
•
Closed
+977 982-1918301"
Pizza House,https://www.instagram.com/explore/locations/573139353027007/pizza-house/,"Pizza House
Bidrohi Chowk, Bhairahawa 32900
Pizza place
•
9
posts
$$$
$
•
Closed
+977 71-525225"
"King Palace Pvt Ltd,bhairahawa",https://www.instagram.com/explore/locations/278299556041714/king-palace-pvt-ltdbhairahawa/,"King Palace Pvt Ltd,bhairahawa
Bar & Grill
•
16
posts"
Radha Krishna Temple Bhairahawa,https://www.instagram.com/explore/locations/1623992741212472/radha-krishna-temple-bhairahawa/,"Radha Krishna Temple Bhairahawa
Event
•
5
posts"
Buddha Jyoti Secondary School,https://www.instagram.com/explore/locations/100557823100710/buddha-jyoti-secondary-school/,"Buddha Jyoti Secondary School
buddhajyotischool
School
•
26
posts
$$
$$
•
Closed
+97771572524"
Saraf Healthcare Pvt. Ltd.,https://www.instagram.com/explore/locations/980905955449647/saraf-healthcare-pvt-ltd/,"Saraf Healthcare Pvt. Ltd.
Ravi Path, Bhairahawa 32900
18
posts
$
$$$
•
Opens in 15 minutes
+977 980-7547116"
Play on Futsal Academy Bhairahawa,https://www.instagram.com/explore/locations/2478397899053794/play-on-futsal-academy-bhairahawa/,"Play on Futsal Academy Bhairahawa
32900
Sport
•
11
posts"
Thakali Bhansha Ghar & Restaurant,https://www.instagram.com/explore/locations/285575831599548/thakali-bhansha-ghar-restaurant/,"Thakali Bhansha Ghar & Restaurant
Kalika Path, Bhairahawa 44600
Hotel
•
4
posts
$
$$$
•
Closed
+977 71-590226"
L.N.IT and Techsolutions,https://www.instagram.com/explore/locations/631911516956376/lnit-and-techsolutions/,"L.N.IT and Techsolutions
Computer Store
•
29
posts
+977 985-7012772"
Siddhartha Stadium,https://www.instagram.com/explore/locations/480976345287608/siddhartha-stadium/,"Siddhartha Stadium
Sports & recreation
•
5
posts
Open 24 hours"
Vivaha Collection,https://www.instagram.com/explore/locations/797600020/vivaha-collection/,"Vivaha Collection
vivaha.collection
Prahari Tole, Bhairahawa
Women's clothing store
•
112
posts
$$$
$
+97771574558"
Bhairahawa Bank Road,https://www.instagram.com/explore/locations/638080602/bhairahawa-bank-road/,"Bhairahawa Bank Road
Local business
•
8
posts"
B.cube Institute of Hotel Management,https://www.instagram.com/explore/locations/101524825313988/bcube-institute-of-hotel-management/,"B.cube Institute of Hotel Management
32500
Education
•
20
posts
Closed
+977 986-6616792"
"Marry Sweets. Aawa Road,bhairahawa.",https://www.instagram.com/explore/locations/317602546/marry-sweets-aawa-roadbhairahawa/,"Marry Sweets. Aawa Road,bhairahawa.
Hotel
•
3
posts
Closed
+977 71-525488"
"Hotel Ashoka, Bhairahawa",https://www.instagram.com/explore/locations/536672114/hotel-ashoka-bhairahawa/,"Hotel Ashoka, Bhairahawa
Local business
•
8
posts"
Gorkha Kharibot,https://www.instagram.com/explore/locations/734562356710753/gorkha-kharibot/,"Gorkha Kharibot
Gorkha Kharibot, Bhairahawa
Home
•
6
posts"
Shreekrishna Netralaya,https://www.instagram.com/explore/locations/239216486483384/shreekrishna-netralaya/,"Shreekrishna Netralaya
2
posts
Closed
+977 71-573987"
Madhwaliya Bhairahwa,https://www.instagram.com/explore/locations/266043357177412/madhwaliya-bhairahwa/,"Madhwaliya Bhairahwa
Makeup Artist
•
10
posts
+977 986-6574522"
Jhumsa,https://www.instagram.com/explore/locations/1009470710/jhumsa/,N/A
Sundar Hardware and plywood,https://www.instagram.com/explore/locations/1350666371640269/sundar-hardware-and-plywood/,"Sundar Hardware and plywood
LumbiniRoad-8, Bhairahawa 00977
Hardware Store
•
2
posts
Open 24 hours
+977 984-7534005"
Silwatiya mela Gauri-8 Pathkhauli Rupandehi Nepal,https://www.instagram.com/explore/locations/1571716366480198/silwatiya-mela-gauri-8-pathkhauli-rupandehi-nepal/,"Silwatiya mela Gauri-8 Pathkhauli Rupandehi Nepal
10
posts"
Satya Omkar Dental Home Pvt Ltd.,https://www.instagram.com/explore/locations/1688472821385489/satya-omkar-dental-home-pvt-ltd/,"Satya Omkar Dental Home Pvt Ltd.
sameer_jha542
naya sadak ( narayan than barmelitole), Bhairahawa 00977 071-570122
2
posts
$$
$$
•
Open 24 hours
+9779867003304"
"Hell Way Street, Bhairahawa",https://www.instagram.com/explore/locations/793006929/hell-way-street-bhairahawa/,N/A
Bhairahawa Multiple Campus Students- TU,https://www.instagram.com/explore/locations/395944443603888/bhairahawa-multiple-campus-students-tu/,"Bhairahawa Multiple Campus Students- TU
Shantinagar, Bhairahawa, Nepal 32900
Education
•
22
posts
Closed
+977 71-570205"
Missing love,https://www.instagram.com/explore/locations/107508524382193/missing-love/,"Missing love
Product/service
•
11
posts
Open 24 hours
+977 982-1019269"
Khajahana,https://www.instagram.com/explore/locations/1042222609306447/khajahana/,"Khajahana
Khajahana, Bhairahawa
Village
•
18
posts"
Sai Motors,https://www.instagram.com/explore/locations/1477464729187582/sai-motors/,"Sai Motors
Naya Sadak, 100 Mtr north from Sanima Bank Ltd. Bhairahawa , Bhairahawa +9779849744815, 9817496429
Car dealership
•
16
posts
Closed
+977 71-523231"
Gunaiya Daam,https://www.instagram.com/explore/locations/339195576542301/gunaiya-daam/,N/A
Rudradevi Kala Kendra,https://www.instagram.com/explore/locations/306599906617611/rudradevi-kala-kendra/,"Rudradevi Kala Kendra
Art Gallery
•
14
posts
+977 981-1404872"
Shivam Chat Bhandar,https://www.instagram.com/explore/locations/628989063969708/shivam-chat-bhandar/,"Shivam Chat Bhandar
Chaat Place
•
2
posts"
Khajana Home Bhw,https://www.instagram.com/explore/locations/963539143661272/khajana-home-bhw/,"Khajana Home Bhw
Khajana, Bhairawa, Nepal
Home
•
6
posts
+977 71-520555"
"Yeti hotel Bhairahawa,siddhartha nagar",https://www.instagram.com/explore/locations/202807276984939/yeti-hotel-bhairahawasiddhartha-nagar/,"Yeti hotel Bhairahawa,siddhartha nagar
Nepal, Bhairahawa
Hotel
•
8
posts
Open 24 hours
+977 71-570551"
Great City Bhairahawa,https://www.instagram.com/explore/locations/791230347695171/great-city-bhairahawa/,"Great City Bhairahawa
Just for fun
•
16
posts"
"Moonlight Higher Secondary Boarding School, Bhairahawa",https://www.instagram.com/explore/locations/1247099335371222/moonlight-higher-secondary-boarding-school-bhairahawa/,"Moonlight Higher Secondary Boarding School, Bhairahawa
Private School
•
17
posts"
Darkachuwa,https://www.instagram.com/explore/locations/165496780262851/darkachuwa/,"Darkachuwa
Home
•
4
posts"
Hotel Castle Bhairahawa Nepal,https://www.instagram.com/explore/locations/1034922656/hotel-castle-bhairahawa-nepal/,N/A
Butwal Blackforest,https://www.instagram.com/explore/locations/246430292153960/butwal-blackforest/,"Butwal Blackforest
Bakery
•
6
posts"
Peace Night Restaurant & Party Palace Pvt. Ltd.,https://www.instagram.com/explore/locations/108398595035002/peace-night-restaurant-party-palace-pvt-ltd/,N/A
Ratobangla School,https://www.instagram.com/explore/locations/242355182594066/ratobangla-school/,"Ratobangla School
1
post"
Hotel Daisy Park,https://www.instagram.com/explore/locations/790267174410545/hotel-daisy-park/,"Hotel Daisy Park
Siddharth Nagar, Bhairahawa 32900
Hotel
•
10
posts
$$$
$
•
Open 24 hours
+977 71-571540"
"Devkota Chwok,",https://www.instagram.com/explore/locations/997691754/devkota-chwok/,"Devkota Chwok,
Highway
•
14
posts"
Danda Khola,https://www.instagram.com/explore/locations/628990937259831/danda-khola/,"Danda Khola
River
•
16
posts"
Busy Beans,https://www.instagram.com/explore/locations/965794586881943/busy-beans/,N/A
Shasank Tattoo inn,https://www.instagram.com/explore/locations/167824677069652/shasank-tattoo-inn/,"Shasank Tattoo inn
shasank tattoo inn, Bhairahawa
Tattoo & Piercing Shop
•
20
posts
$
$$$
•
Open 24 hours
+977 981-6114803"
Shree Rupandehi Lilaram Neupane Ma. VI,https://www.instagram.com/explore/locations/941162896071600/shree-rupandehi-lilaram-neupane-ma-vi/,"Shree Rupandehi Lilaram Neupane Ma. VI
32
posts"
"Nepal Nalanda Higher Secondary Boarding School,misrauliya",https://www.instagram.com/explore/locations/479169422289167/nepal-nalanda-higher-secondary-boarding-schoolmisrauliya/,"Nepal Nalanda Higher Secondary Boarding School,misrauliya
School
•
15
posts"
